=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.12.06 01:43:46 =~=~=~=~=~=~=~=~=~=~=~=,
495.92,-19.84
495.92,-19.19
495.92,-20.27
495.92,-20.59
495.93,-20.81
495.93,-22.1
495.93,-20.81
495.93,-20.27
495.93,-17.46
495.94,-20.59
495.94,-18.43
495.94,-18.43
495.94,-20.37
495.94,-20.91
495.94,-19.73
495.94,-20.81
495.94,-20.81
495.94,-19.51
495.94,-19.94
495.94,-20.37
495.95,-18.97
495.95,-19.4
495.95,-19.4
495.95,-20.27
495.95,-20.37
495.95,-20.91
495.95,-19.51
495.95,-18.76
495.95,-19.3
495.95,-19.94
495.96,-20.7
495.96,-20.81
495.96,-19.19
495.96,-18.11
495.96,-18.65
495.96,-20.37
495.96,-19.94
495.96,-20.81
495.96,-17.79
495.97,-20.7
495.98,-20.37
495.98,-20.27
495.98,-20.27
495.98,-20.48
495.98,-20.27
495.98,-20.37
495.98,-20.81
495.98,-20.16
495.98,-20.81
495.98,-18
495.99,-20.7
495.99,-20.91
495.99,-20.59
495.99,-20.7
495.99,-20.7
495.99,-19.19
495.99,-21.02
495.99,-19.08
495.99,-20.81
495.99,-20.81
496,-19.51
496,-20.59
496,-20.81
496,-20.91
496,-18.76
496,-20.48
496,-20.16
496,-20.48
496,-20.48
496,-20.59
496.02,-18.54
496.02,-19.08
496.02,-20.27
496.02,-20.27
496.02,-20.59
496.02,-20.91
496.02,-20.59
496.02,-18.22
496.02,-18.43
496.02,-19.84
496.03,-20.7
496.03,-19.19
496.03,-20.91
496.03,-20.91
496.03,-20.16
496.03,-23.18
496.03,-20.59
496.03,-20.37
496.03,-19.08
496.03,-20.27
496.03,-20.7
496.04,-19.94
496.04,-21.24
496.04,-20.91
496.04,-20.37
496.04,-19.3
496.04,-20.7
496.04,-20.48
496.04,-20.91
496.05,-20.7
496.05,-20.81
496.06,-18.22
496.06,-19.94
496.06,-20.27
496.06,-20.7
496.06,-20.81
496.06,-20.59
496.06,-20.7
496.06,-20.16
496.06,-18.97
496.06,-20.16
496.07,-18.97
496.07,-19.19
496.07,-20.91
496.07,-20.81
496.07,-20.7
496.07,-20.7
496.07,-20.7
496.07,-19.84
496.07,-18
496.07,-19.94
496.08,-20.27
496.08,-20.81
496.08,-20.59
496.08,-20.59
496.08,-20.16
496.08,-20.59
496.08,-20.81
496.08,-20.48
496.08,-20.16
496.08,-20.27
496.1,-20.37
496.1,-20.37
496.1,-21.02
496.1,-19.84
496.1,-20.81
496.1,-20.59
496.1,-20.27
496.1,-20.91
496.1,-20.27
496.1,-20.7
496.11,-20.7
496.11,-20.7
496.11,-20.91
496.11,-20.48
496.11,-19.84
496.11,-19.73
496.11,-19.19
496.11,-20.37
496.11,-22.75
496.11,-20.7
496.12,-20.37
496.12,-20.81
496.12,-20.7
496.12,-20.27
496.12,-20.7
496.12,-18.76
496.12,-19.51
496.12,-19.94
496.12,-20.81
496.12,-20.81
496.12,-20.16
496.13,-20.59
496.13,-20.27
496.13,-20.81
496.14,-20.37
496.14,-20.27
496.14,-19.3
496.14,-19.73
496.14,-20.37
496.14,-21.02
496.14,-20.48
496.15,-20.27
496.15,-20.7
496.15,-20.7
496.15,-20.81
496.15,-20.16
496.15,-18.97
496.15,-20.27
496.15,-20.16
496.15,-20.81
496.15,-20.37
496.16,-19.73
496.16,-20.48
496.16,-20.37
496.16,-20.81
496.16,-20.59
496.16,-19.19
496.16,-20.37
496.16,-18.43
496.16,-19.62
496.16,-19.84
496.17,-20.81
496.17,-20.59
496.18,-20.91
496.18,-20.7
496.18,-19.51
496.18,-19.84
496.18,-19.62
496.18,-20.48
496.18,-20.59
496.18,-18.54
496.19,-18.65
496.19,-20.7
496.19,-20.81
496.19,-20.27
496.19,-20.81
496.19,-20.91
496.19,-20.27
496.19,-20.37
496.19,-20.48
496.19,-21.45
496.2,-20.7
496.2,-18.65
496.2,-19.19
496.2,-20.37
496.2,-20.59
496.2,-19.73
496.2,-20.37
496.2,-20.59
496.2,-20.37
496.2,-20.59
496.21,-20.27
496.21,-20.59
496.21,-20.81
496.21,-20.91
496.21,-20.59
496.21,-20.7
496.21,-17.79
496.22,-20.37
496.22,-20.7
496.22,-20.81
496.22,-20.81
496.23,-19.08
496.23,-20.7
496.23,-20.81
496.23,-20.59
496.23,-20.81
496.23,-19.3
496.23,-19.51
496.23,-18.86
496.23,-20.7
496.23,-20.7
496.24,-19.73
496.24,-20.27
496.24,-20.16
496.24,-20.48
496.24,-20.37
496.24,-20.37
496.24,-20.81
496.24,-20.37
496.24,-19.3
496.24,-20.16
496.25,-20.81
496.25,-20.59
496.25,-19.94
496.25,-21.24
496.25,-20.27
496.25,-20.81
496.25,-20.59
496.26,-20.81
496.26,-20.37
496.26,-20.59
496.27,-18.86
496.27,-20.05
496.27,-20.81
496.27,-20.59
496.27,-20.81
496.27,-20.7
496.27,-19.73
496.27,-18.97
496.27,-20.16
496.27,-20.81
496.28,-20.91
496.28,-19.19
496.28,-19.19
496.28,-20.16
496.28,-20.37
496.28,-19.94
496.28,-20.16
496.28,-20.16
496.28,-20.16
496.28,-20.37
496.29,-20.91
496.29,-19.3
496.29,-19.19
496.29,-20.81
496.29,-19.51
496.29,-20.91
496.3,-20.81
496.3,-18.76
496.3,-18.22
496.3,-20.91
496.31,-20.7
496.31,-20.59
496.31,-19.4
496.31,-19.08
496.31,-19.84
496.31,-18
496.31,-20.81
496.31,-20.48
496.31,-21.34
496.31,-20.81
496.31,-19.51
496.32,-19.4
496.32,-20.37
496.32,-20.7
496.32,-20.48
496.32,-21.02
496.32,-20.91
496.32,-20.91
496.32,-19.4
496.32,-20.37
496.32,-19.3
496.33,-20.48
496.33,-20.16
496.33,-20.7
496.33,-20.81
496.33,-20.37
496.33,-19.08
496.33,-20.16
496.33,-19.84
496.33,-20.16
496.33,-20.27
496.35,-18
496.35,-19.62
496.35,-21.24
496.35,-20.91
496.35,-20.81
496.35,-19.94
496.35,-20.48
496.35,-18.43
496.35,-19.3
496.35,-20.27
496.36,-20.27
496.36,-20.37
496.36,-20.91
496.36,-20.37
496.36,-20.59
496.36,-20.27
496.36,-19.94
496.36,-20.27
496.36,-20.48
496.36,-20.91
496.37,-20.37
496.37,-20.37
496.37,-20.7
496.37,-20.91
496.37,-20.91
496.37,-20.7
496.37,-19.3
496.37,-20.16
496.37,-20.91
496.37,-20.81
496.38,-20.91
496.39,-20.7
496.39,-20.37
496.39,-19.84
496.39,-20.48
496.39,-19.94
496.39,-20.27
496.39,-20.37
496.39,-18.65
496.39,-20.37
496.4,-20.59
496.4,-20.81
496.4,-20.7
496.4,-19.08
496.4,-18
496.4,-19.73
496.4,-20.59
496.4,-20.27
496.4,-20.91
496.4,-20.48
496.4,-18.97
496.41,-19.94
496.41,-20.91
496.41,-18.43
496.41,-20.16
496.41,-18.97
496.41,-19.84
496.41,-20.37
496.41,-20.59
496.41,-19.73
496.42,-19.51
496.43,-20.81
496.43,-20.37
496.43,-20.48
496.43,-20.48
496.43,-19.19
496.43,-20.27
496.43,-20.37
496.43,-19.19
496.43,-20.59
496.43,-20.7
496.44,-20.48
496.44,-20.16
496.44,-20.81
496.44,-19.84
496.44,-20.27
496.44,-19.73
496.44,-20.16
496.44,-20.59
496.44,-20.59
496.44,-20.7
496.45,-20.37
496.45,-20.27
496.45,-19.94
496.45,-20.16
496.45,-20.48
496.45,-20.91
496.45,-19.84
496.45,-20.37
496.45,-19.84
496.45,-20.27
496.46,-19.08
496.46,-19.94
496.46,-20.37
496.47,-20.37
496.47,-20.7
496.47,-20.37
496.47,-19.3
496.47,-19.94
496.47,-20.27
496.47,-19.73
496.48,-20.59
496.48,-20.59
496.48,-19.62
496.48,-20.37
496.48,-20.59
496.48,-19.19
496.48,-20.91
496.48,-20.81
496.48,-19.73
496.48,-20.7
496.49,-20.59
496.49,-20.27
496.49,-20.27
496.49,-20.7
496.49,-20.16
496.49,-20.48
496.49,-20.81
496.49,-20.91
496.49,-19.73
496.49,-19.08
496.49,-20.91
496.5,-20.27
496.5,-20.81
496.5,-18.11
496.5,-19.62
496.51,-20.27
496.51,-20.91
496.51,-20.48
496.51,-20.91
496.51,-20.48
496.51,-17.57
496.52,-19.73
496.52,-20.91
496.52,-20.27
496.52,-20.59
496.52,-20.16
496.52,-20.27
496.52,-20.7
496.52,-20.37
496.52,-19.51
496.52,-20.59
496.53,-20.81
496.53,-19.73
496.53,-19.4
496.53,-20.16
496.53,-20.48
496.53,-20.7
496.53,-20.27
496.53,-20.91
496.53,-20.91
496.53,-19.19
496.54,-20.59
496.54,-20.59
496.55,-20.91
496.55,-20.7
496.55,-20.16
496.55,-20.27
496.55,-20.91
496.55,-20.48
496.55,-20.59
496.55,-19.19
496.56,-20.59
496.56,-20.37
496.56,-20.81
496.56,-19.84
496.56,-20.27
496.56,-20.91
496.56,-20.27
496.56,-20.16
496.56,-19.73
496.56,-20.59
496.57,-20.7
496.57,-20.91
496.57,-19.73
496.57,-17.89
496.57,-20.7
496.57,-20.91
496.57,-20.91
496.57,-20.91
496.57,-20.27
496.57,-18.97
496.58,-19.94
496.58,-20.37
496.58,-20.16
496.58,-20.37
496.58,-20.59
496.58,-20.16
496.58,-21.02
496.59,-18.43
496.59,-20.37
496.59,-20.59
496.59,-20.37
496.6,-19.19
496.6,-20.48
496.6,-19.73
496.6,-20.81
496.6,-20.48
496.6,-19.62
496.6,-20.16
496.6,-20.7
496.6,-20.59
496.6,-19.4
496.61,-20.37
496.61,-20.16
496.61,-20.48
496.61,-19.19
496.61,-19.08
496.61,-20.7
496.61,-20.91
496.61,-20.37
496.61,-20.81
496.61,-18.43
496.62,-20.27
496.62,-20.48
496.62,-20.91
496.62,-20.91
496.62,-19.08
496.62,-19.94
496.62,-20.37
496.62,-20.81
496.63,-20.91
496.63,-20.81
496.64,-19.51
496.64,-21.56
496.64,-20.91
496.64,-20.48
496.64,-20.27
496.64,-21.02
496.64,-20.37
496.64,-20.16
496.64,-20.7
496.64,-19.3
496.65,-19.84
496.65,-19.94
496.65,-20.81
496.65,-20.37
496.65,-20.91
496.65,-18.43
496.65,-19.73
496.65,-20.37
496.65,-18.86
496.65,-20.59
496.66,-20.59
496.66,-20.37
496.66,-19.3
496.66,-20.91
496.66,-20.91
496.66,-20.48
496.67,-20.59
496.67,-18.65
496.67,-20.16
496.67,-20.91
496.68,-20.27
496.68,-20.27
496.68,-20.37
496.68,-20.05
496.68,-20.59
496.68,-21.24
496.68,-19.4
496.68,-20.27
496.68,-20.59
496.68,-18.33
496.68,-20.27
496.69,-20.7
496.69,-18.97
496.69,-20.27
496.69,-20.16
496.69,-20.59
496.69,-20.48
496.69,-20.48
496.69,-20.27
496.69,-20.7
496.69,-20.27
496.7,-20.59
496.7,-20.59
496.7,-20.59
496.7,-20.16
496.7,-20.59
496.7,-20.59
496.7,-20.59
496.7,-20.37
496.7,-20.59
496.7,-20.48
496.72,-20.27
496.72,-19.73
496.72,-20.27
496.72,-20.91
496.72,-20.91
496.72,-20.7
496.72,-19.3
496.72,-20.27
496.72,-20.27
496.72,-20.81
496.73,-20.7
496.73,-19.84
496.73,-20.7
496.73,-20.27
496.73,-20.16
496.73,-20.81
496.73,-19.08
496.73,-20.59
496.73,-20.59
496.73,-20.91
496.74,-20.91
496.74,-20.91
496.74,-19.51
496.74,-20.59
496.74,-20.81
496.74,-20.7
496.74,-20.16
496.74,-20.27
496.74,-17.79
496.75,-20.59
496.75,-20.59
496.75,-19.73
496.76,-20.16
496.76,-20.81
496.76,-19.19
496.76,-20.59
496.76,-20.91
496.76,-20.81
496.76,-20.59
496.76,-20.81
496.77,-19.51
496.77,-20.81
496.77,-20.27
496.77,-19.94
496.77,-19.4
496.77,-20.7
496.77,-20.91
496.77,-19.94
496.77,-19.51
496.77,-20.59
496.77,-20.81
496.78,-19.19
496.78,-20.7
496.78,-20.91
496.78,-21.24
496.78,-20.59
496.78,-19.4
496.78,-20.27
496.78,-20.91
496.78,-20.81
496.78,-20.16
496.8,-20.91
496.8,-20.27
496.8,-20.37
496.8,-20.91
496.8,-20.27
496.8,-19.19
496.8,-20.37
496.8,-20.59
496.8,-20.37
496.8,-20.16
496.81,-20.81
496.81,-20.27
496.81,-19.94
496.81,-19.19
496.81,-20.37
496.81,-19.19
496.81,-20.7
496.81,-20.91
496.81,-20.59
496.81,-21.24
496.82,-20.7
496.82,-20.59
496.82,-19.08
496.82,-19.84
496.82,-19.19
496.82,-20.27
496.82,-18.22
496.82,-19.84
496.82,-18.22
496.82,-20.7
496.83,-20.16
496.83,-20.91
496.83,-20.59
496.83,-21.02
496.84,-17.68
496.84,-20.05
496.84,-20.37
496.84,-20.59
496.84,-19.94
496.84,-20.48
496.85,-20.7
496.85,-20.91
496.85,-19.51
496.85,-20.48
496.85,-20.37
496.85,-20.91
496.85,-20.81
496.85,-20.7
496.85,-20.7
496.85,-20.91
496.86,-20.91
496.86,-20.7
496.86,-19.73
496.86,-19.19
496.86,-18.11
496.86,-20.37
496.86,-20.48
496.86,-20.91
496.86,-20.91
496.86,-20.37
496.86,-19.3
496.87,-19.73
496.87,-20.27
496.87,-20.16
496.87,-19.51
496.87,-20.81
496.88,-20.91
496.88,-20.91
496.88,-20.81
496.88,-20.91
496.88,-20.48
496.89,-20.16
496.89,-20.16
496.89,-20.81
496.89,-20.81
496.89,-19.19
496.89,-20.7
496.89,-20.27
496.89,-20.81
496.89,-20.37
496.89,-19.19
496.9,-20.48
496.9,-19.94
496.9,-20.37
496.9,-19.94
496.9,-19.73
496.9,-20.59
496.9,-20.91
496.9,-20.81
496.9,-18.22
496.9,-20.37
496.91,-20.37
496.91,-21.02
496.91,-20.81
496.92,-19.94
496.92,-20.7
496.92,-20.91
496.92,-20.59
496.92,-20.91
496.92,-20.7
496.92,-19.3
496.93,-20.7
496.93,-20.7
496.93,-19.73
496.93,-20.27
496.93,-20.37
496.93,-20.81
496.93,-20.91
496.93,-20.59
496.93,-18.65
496.93,-20.91
496.94,-20.37
496.94,-20.91
496.94,-20.37
496.94,-20.81
496.94,-20.37
496.94,-19.4
496.94,-20.37
496.94,-20.59
496.94,-20.05
496.94,-20.37
496.95,-20.7
496.95,-20.91
496.95,-20.27
496.95,-20.59
496.95,-20.91
496.95,-19.73
496.95,-20.59
496.95,-20.16
496.96,-20.59
496.96,-18.22
496.96,-20.59
496.97,-20.27
496.97,-19.94
496.97,-20.59
496.97,-20.81
496.97,-19.73
496.97,-20.7
496.97,-20.91
496.97,-20.48
496.97,-18.54
496.97,-20.59
496.98,-20.91
496.98,-20.91
496.98,-19.4
496.98,-20.91
496.98,-20.16
496.98,-20.81
496.98,-20.16
496.98,-20.27
496.98,-20.7
496.98,-20.59
496.99,-20.59
496.99,-20.37
496.99,-19.19
496.99,-20.91
496.99,-19.73
497,-20.7
497,-20.59
497,-20.37
497,-20.37
497,-19.73
497.01,-20.91
497.01,-20.48
497.01,-20.27
497.01,-20.16
497.01,-19.94
497.01,-20.59
497.01,-20.7
497.01,-19.62
497.01,-20.7
497.01,-20.7
497.02,-20.81
497.02,-19.62
497.02,-20.48
497.02,-20.16
497.02,-20.7
497.02,-19.73
497.02,-18.43
497.02,-19.84
497.02,-20.37
497.02,-20.59
497.03,-20.37
497.03,-20.59
497.03,-20.81
497.03,-18.65
497.03,-20.59
497.03,-20.59
497.03,-20.81
497.04,-20.59
497.04,-18.97
497.04,-19.51
497.05,-20.91
497.05,-20.91
497.05,-18.86
497.05,-20.81
497.05,-20.27
497.05,-20.37
497.05,-19.08
497.05,-20.91
497.05,-20.59
497.05,-20.7
497.05,-20.7
497.06,-20.27
497.06,-19.94
497.06,-20.27
497.06,-20.27
497.06,-20.81
497.06,-20.81
497.06,-20.59
497.06,-20.81
497.06,-20.16
497.06,-20.37
497.07,-20.91
497.07,-20.27
497.07,-18.86
497.07,-19.62
497.07,-20.16
497.07,-20.81
497.07,-20.48
497.07,-20.7
497.07,-19.4
497.07,-20.7
497.08,-20.91
497.09,-20.7
497.09,-19.51
497.09,-19.3
497.09,-20.37
497.09,-21.24
497.09,-20.27
497.09,-19.4
497.09,-20.16
497.09,-20.59
497.1,-19.19
497.1,-19.94
497.1,-20.05
497.1,-20.48
497.1,-20.81
497.1,-19.84
497.1,-20.81
497.1,-20.7
497.1,-19.19
497.1,-19.4
497.11,-20.91
497.11,-18.22
497.11,-20.27
497.11,-20.48
497.11,-20.48
497.11,-20.27
497.11,-20.59
497.11,-20.37
497.11,-19.51
497.11,-20.37
497.12,-20.59
497.12,-20.37
497.13,-20.16
497.13,-19.84
497.13,-20.81
497.13,-20.7
497.13,-20.91
497.13,-20.37
497.13,-18.97
497.13,-19.73
497.14,-20.7
497.14,-19.84
497.14,-20.91
497.14,-19.84
497.14,-20.16
497.14,-20.37
497.14,-20.91
497.14,-20.91
497.14,-18.65
497.14,-20.37
497.14,-20.48
497.15,-19.73
497.15,-20.7
497.15,-20.16
497.15,-20.59
497.15,-20.37
497.15,-20.59
497.15,-19.94
497.15,-19.62
497.15,-17.79
497.15,-20.59
497.17,-20.91
497.17,-20.7
497.17,-20.7
497.17,-20.59
497.17,-18.97
497.17,-20.37
497.17,-20.27
497.17,-20.7
497.17,-18.43
497.17,-20.7
497.18,-20.27
497.18,-19.62
497.18,-20.7
497.18,-20.81
497.18,-18
497.18,-21.02
497.18,-19.84
497.18,-20.91
497.18,-20.7
497.18,-20.81
497.19,-20.7
497.19,-19.94
497.19,-18.43
497.19,-19.73
497.19,-20.27
497.19,-20.81
497.19,-20.37
497.19,-20.7
497.19,-20.59
497.19,-20.27
497.2,-20.59
497.2,-20.27
497.2,-20.48
497.2,-20.81
497.2,-19.51
497.21,-19.73
497.21,-20.27
497.21,-20.7
497.21,-20.7
497.21,-20.7
497.22,-18.97
497.22,-20.91
497.22,-18.33
497.22,-18.65
497.22,-20.16
497.22,-20.59
497.22,-20.81
497.22,-20.91
497.22,-20.91
497.22,-19.4
497.23,-20.37
497.23,-19.51
497.23,-18.86
497.23,-19.84
497.23,-20.37
497.23,-20.59
497.23,-20.05
497.23,-20.59
497.23,-20.48
497.23,-20.91
497.23,-20.59
497.24,-20.27
497.24,-20.91
497.25,-19.3
497.25,-20.81
497.25,-21.02
497.25,-18.86
497.25,-20.27
497.25,-20.16
497.25,-20.37
497.25,-20.48
497.26,-19.84
497.26,-20.81
497.26,-20.37
497.26,-19.84
497.26,-20.81
497.26,-20.7
497.26,-18
497.26,-19.73
497.26,-20.27
497.26,-20.48
497.27,-20.16
497.27,-20.81
497.27,-19.94
497.27,-20.81
497.27,-18.65
497.27,-19.19
497.27,-19.3
497.27,-20.27
497.27,-20.59
497.27,-20.16
497.28,-20.81
497.28,-20.59
497.28,-20.59
497.28,-18.54
497.29,-20.91
497.29,-20.7
497.29,-20.27
497.29,-20.81
497.29,-18.54
497.29,-20.37
497.3,-20.48
497.3,-20.91
497.3,-20.27
497.3,-21.02
497.3,-20.27
497.3,-19.84
497.3,-20.91
497.3,-20.59
497.3,-20.7
497.3,-20.91
497.31,-18.11
497.31,-18.65
497.31,-20.16
497.31,-20.81
497.31,-20.7
497.31,-20.59
497.31,-20.27
497.31,-18.86
497.31,-19.3
497.31,-20.37
497.32,-21.13
497.32,-20.16
497.32,-19.19
497.32,-20.81
497.32,-19.73
497.32,-20.37
497.32,-19.62
497.32,-20.91
497.32,-20.37
497.33,-20.59
497.33,-19.3
497.34,-20.59
497.34,-20.59
497.34,-21.24
497.34,-19.19
497.34,-18.97
497.34,-19.3
497.34,-19.94
497.34,-20.81
497.34,-20.48
497.34,-20.81
497.35,-20.59
497.35,-20.81
497.35,-20.91
497.35,-20.37
497.35,-20.59
497.35,-19.4
497.35,-20.59
497.35,-20.48
497.35,-19.84
497.35,-20.59
497.36,-19.62
497.36,-20.48
497.36,-19.84
497.36,-20.59
497.36,-20.27
497.36,-19.73
497.37,-19.94
497.37,-20.59
497.37,-20.37
497.37,-20.59
497.38,-20.59
497.38,-20.48
497.38,-20.27
497.38,-20.59
497.38,-20.81
497.38,-20.16
497.38,-18.97
497.38,-19.62
497.38,-19.51
497.38,-20.7
497.39,-20.37
497.39,-20.81
497.39,-19.73
497.39,-20.27
497.39,-19.94
497.39,-20.59
497.39,-20.59
497.39,-20.48
497.39,-18.22
497.39,-20.59
497.4,-20.48
497.4,-19.94
497.4,-19.94
497.4,-20.91
497.4,-20.37
497.4,-18.76
497.4,-19.19
497.4,-19.94
497.4,-20.7
497.4,-20.37
497.42,-20.59
497.42,-21.02
497.42,-20.48
497.42,-20.48
497.42,-20.16
497.42,-20.91
497.42,-20.81
497.42,-20.59
497.42,-19.84
497.42,-20.27
497.42,-20.59
497.43,-20.27
497.43,-20.91
497.43,-20.59
497.43,-20.48
497.43,-20.81
497.43,-20.37
497.43,-20.7
497.43,-20.16
497.43,-20.37
497.43,-19.19
497.44,-19.84
497.44,-19.51
497.44,-19.94
497.44,-20.59
497.44,-20.59
497.44,-18.86
497.44,-19.4
497.44,-20.7
497.44,-20.59
497.44,-20.81
497.45,-20.27
497.46,-20.81
497.46,-20.91
497.46,-20.48
497.46,-20.16
497.46,-19.19
497.46,-20.16
497.46,-20.59
497.46,-21.02
497.46,-20.59
497.47,-20.16
497.47,-18.97
497.47,-20.81
497.47,-19.94
497.47,-20.48
497.47,-20.81
497.47,-20.91
497.47,-22.42
497.47,-19.51
497.47,-20.16
497.48,-20.7
497.48,-20.81
497.48,-20.81
497.48,-20.91
497.48,-19.51
497.48,-20.27
497.48,-20.48
497.48,-20.91
497.48,-19.51
497.48,-20.37
497.5,-20.27
497.5,-20.59
497.5,-20.59
497.5,-20.37
497.5,-20.48
497.5,-20.81
497.5,-19.19
497.5,-20.37
497.5,-20.59
497.5,-20.37
497.51,-20.37
497.51,-20.37
497.51,-20.16
497.51,-20.59
497.51,-20.59
497.51,-20.91
497.51,-19.84
497.51,-18.43
497.51,-19.51
497.51,-20.59
497.51,-20.59
497.52,-20.48
497.52,-18.97
497.52,-20.16
497.52,-20.37
497.52,-20.59
497.52,-20.91
497.52,-20.7
497.52,-18.65
497.52,-19.51
497.52,-20.59
497.54,-20.27
497.54,-19.94
497.54,-20.7
497.54,-20.81
497.54,-19.4
497.54,-19.73
497.54,-20.48
497.54,-20.05
497.54,-20.81
497.54,-20.7
497.55,-20.48
497.55,-20.16
497.55,-18.43
497.55,-20.91
497.55,-20.37
497.55,-20.91
497.55,-20.16
497.55,-19.08
497.55,-18.76
497.55,-19.19
497.56,-20.7
497.56,-20.48
497.56,-19.3
497.56,-20.59
497.56,-20.37
497.56,-20.48
497.56,-20.37
497.56,-19.84
497.56,-19.4
497.56,-20.91
497.57,-21.13
497.57,-20.37
497.57,-19.08
497.57,-20.37
497.57,-18.54
497.58,-20.37
497.58,-19.73
497.58,-20.37
497.58,-20.59
497.58,-18.43
497.59,-20.91
497.59,-19.84
497.59,-20.7
497.59,-20.91
497.59,-20.91
497.59,-19.73
497.59,-19.08
497.59,-20.59
497.59,-20.81
497.59,-20.37
497.6,-20.91
497.6,-19.73
497.6,-19.51
497.6,-19.73
497.6,-20.81
497.6,-20.81
497.6,-20.59
497.6,-19.08
497.6,-20.91
497.6,-19.73
497.6,-20.59
497.61,-20.7
497.61,-19.94
497.61,-20.37
497.62,-20.48
497.62,-20.7
497.62,-20.48
497.62,-20.16
497.62,-20.59
497.62,-20.59
497.62,-20.81
497.63,-19.08
497.63,-20.27
497.63,-20.81
497.63,-20.48
497.63,-20.7
497.63,-20.48
497.63,-19.94
497.63,-19.62
497.63,-20.91
497.63,-20.59
497.64,-21.02
497.64,-20.27
497.64,-19.84
497.64,-20.37
497.64,-20.81
497.64,-18.54
497.64,-19.4
497.64,-20.37
497.64,-21.34
497.64,-20.91
497.65,-20.91
497.65,-18.22
497.65,-19.51
497.65,-19.84
497.65,-20.81
497.65,-20.16
497.65,-19.94
497.65,-21.02
497.66,-20.27
497.66,-20.91
497.67,-20.37
497.67,-18.97
497.67,-19.62
497.67,-19.94
497.67,-20.27
497.67,-20.91
497.67,-20.27
497.67,-19.19
497.67,-21.02
497.67,-20.48
497.68,-19.94
497.68,-20.37
497.68,-20.16
497.68,-19.51
497.68,-20.37
497.68,-20.27
497.68,-19.73
497.68,-20.16
497.68,-18.54
497.68,-20.27
497.69,-19.73
497.69,-18.86
497.69,-20.05
497.69,-18.43
497.69,-20.59
497.69,-18.43
497.69,-20.48
497.69,-18.97
497.69,-20.59
497.69,-19.84
497.7,-20.81
497.71,-18.11
497.71,-20.81
497.71,-18.22
497.71,-19.84
497.71,-20.59
497.71,-20.37
497.71,-19.51
497.71,-20.91
497.71,-21.24
497.71,-18.97
497.72,-20.37
497.72,-20.48
497.72,-20.59
497.72,-20.48
497.72,-20.37
497.72,-18.86
497.72,-20.59
497.72,-20.7
497.72,-20.59
497.72,-18.22
497.73,-20.48
497.73,-19.73
497.73,-19.51
497.73,-20.27
497.73,-20.91
497.73,-18.22
497.73,-20.27
497.74,-20.59
497.74,-20.91
497.74,-19.94
497.75,-19.4
497.75,-18.43
497.75,-20.37
497.75,-20.7
497.75,-20.59
497.75,-20.27
497.75,-20.59
497.75,-20.37
497.75,-19.4
497.75,-21.45
497.76,-20.7
497.76,-20.91
497.76,-19.73
497.76,-20.37
497.76,-20.27
497.76,-20.59
497.76,-20.7
497.76,-20.37
497.76,-20.7
497.76,-20.7
497.77,-20.91
497.77,-20.59
497.77,-20.81
497.77,-19.94
497.77,-20.16
497.77,-19.84
497.77,-21.13
497.77,-20.37
497.77,-20.27
497.77,-20.59
497.79,-20.16
497.79,-19.94
497.79,-20.7
497.79,-20.48
497.79,-19.3
497.79,-20.59
497.79,-20.59
497.79,-20.91
497.79,-20.59
497.79,-20.59
497.79,-20.37
497.8,-20.91
497.8,-20.37
497.8,-20.16
497.8,-20.7
497.8,-20.91
497.8,-20.37
497.8,-20.37
497.8,-20.59
497.8,-20.7
497.8,-19.19
497.81,-20.27
497.81,-19.94
497.81,-19.19
497.81,-19.08
497.81,-20.27
497.81,-20.37
497.81,-20.27
497.81,-20.81
497.81,-20.59
497.81,-20.16
497.82,-20.81
497.82,-20.37
497.83,-20.48
497.83,-20.37
497.83,-18.97
497.83,-20.48
497.83,-20.37
497.83,-20.7
497.83,-19.94
497.83,-20.91
497.84,-20.7
497.84,-19.08
497.84,-19.73
497.84,-20.91
497.84,-19.08
497.84,-20.16
497.84,-20.27
497.84,-20.48
497.84,-20.59
497.84,-20.27
497.85,-19.94
497.85,-19.73
497.85,-20.7
497.85,-20.59
497.85,-19.94
497.85,-20.59
497.85,-20.16
497.85,-20.37
497.85,-19.3
497.85,-20.37
497.87,-20.7
497.87,-21.13
497.87,-19.73
497.87,-20.59
497.87,-18.43
497.87,-19.4
497.87,-20.48
497.87,-20.27
497.87,-19.19
497.87,-20.37
497.88,-19.73
497.88,-20.16
497.88,-20.7
497.88,-18.54
497.88,-20.27
497.88,-20.27
497.88,-20.7
497.88,-20.91
497.88,-20.48
497.88,-20.91
497.88,-19.08
497.89,-20.59
497.89,-20.16
497.89,-20.7
497.89,-20.81
497.89,-20.7
497.89,-20.48
497.89,-21.13
497.89,-19.84
497.89,-20.91
497.89,-20.37
497.9,-20.59
497.9,-20.91
497.9,-19.94
497.9,-20.91
497.91,-20.59
497.91,-19.73
497.91,-20.16
497.91,-20.27
497.91,-20.16
497.91,-19.73
497.92,-18.11
497.92,-20.37
497.92,-20.91
497.92,-20.81
497.92,-19.94
497.92,-20.37
497.92,-19.73
497.92,-19.73
497.92,-20.59
497.92,-20.59
497.93,-20.37
497.93,-19.51
497.93,-20.27
497.93,-20.59
497.93,-20.91
497.93,-20.37
497.93,-19.08
497.93,-19.08
497.93,-19.84
497.93,-21.02
497.94,-20.27
